model_index,model_name,model_human_corr,beta_acc_15_30_45_60_75,model_base_model_name,model_layer_name,model_contourtraining_diet,model_contourtraining_finetune
83,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_3/model_alexnet-pytorch-regim-categ_layer_classifier-3_mode_finetune_beta_045.pt,0.01298510248846539,[0.69   0.9475 0.97   0.945  0.62  ],alexnet-pytorch_regim_categ,classifier.3,45,True
84,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_3/model_alexnet-pytorch-regim-categ_layer_classifier-3_mode_finetune_beta_004.pt,0.6007076417722547,[0.9175 0.555  0.5    0.4975 0.495 ],alexnet-pytorch_regim_categ,classifier.3,4,True
85,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_022.pt,0.749933333039979,[0.9875 0.9525 0.745  0.5075 0.4825],alexnet-pytorch_regim_categ,classifier.4,22,True
86,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_015.pt,0.7147489423776702,[0.9875 0.8525 0.5525 0.4975 0.495 ],alexnet-pytorch_regim_categ,classifier.4,15,True
87,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_024.pt,0.7636519329001713,[0.9875 0.955  0.795  0.525  0.485 ],alexnet-pytorch_regim_categ,classifier.4,24,True
88,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_020.pt,0.7548332432374839,[0.985  0.9275 0.7125 0.5125 0.49  ],alexnet-pytorch_regim_categ,classifier.4,20,True
89,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_075.pt,-0.015857056048696652,[0.5   0.48  0.505 0.5   0.49 ],alexnet-pytorch_regim_categ,classifier.4,75,True
90,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_002.pt,0.562605590140458,[0.8975 0.5325 0.505  0.4975 0.495 ],alexnet-pytorch_regim_categ,classifier.4,2,True
91,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_018.pt,0.7593588641733586,[0.9775 0.9075 0.63   0.505  0.485 ],alexnet-pytorch_regim_categ,classifier.4,18,True
92,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_006.pt,0.624712182879771,[0.9425 0.59   0.5075 0.4925 0.4975],alexnet-pytorch_regim_categ,classifier.4,6,True
93,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_028.pt,0.7419192091474925,[0.975  0.965  0.885  0.5975 0.4875],alexnet-pytorch_regim_categ,classifier.4,28,True
94,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_016.pt,0.7189561773174541,[0.9825 0.885  0.6025 0.5025 0.4775],alexnet-pytorch_regim_categ,classifier.4,16,True
95,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_008.pt,0.6617044429688824,[0.95   0.65   0.51   0.4925 0.495 ],alexnet-pytorch_regim_categ,classifier.4,8,True
96,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_030.pt,0.7007563216304514,[0.97   0.9625 0.925  0.6675 0.5075],alexnet-pytorch_regim_categ,classifier.4,30,True
97,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_000.pt,0.5932627531480558,[0.895 0.53  0.5   0.5   0.5  ],alexnet-pytorch_regim_categ,classifier.4,0,True
98,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_014.pt,0.7083439446533039,[0.985  0.8475 0.5725 0.495  0.48  ],alexnet-pytorch_regim_categ,classifier.4,14,True
99,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_026.pt,0.7510493671144088,[0.9775 0.97   0.8725 0.565  0.4975],alexnet-pytorch_regim_categ,classifier.4,26,True
100,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_060.pt,-0.5226252867792189,[0.49   0.6025 0.9175 0.9675 0.895 ],alexnet-pytorch_regim_categ,classifier.4,60,True
101,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_004.pt,0.609788202065691,[0.915  0.555  0.5025 0.4925 0.5   ],alexnet-pytorch_regim_categ,classifier.4,4,True
102,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_010.pt,0.666125142843914,[0.9725 0.695  0.5025 0.4925 0.5   ],alexnet-pytorch_regim_categ,classifier.4,10,True
103,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_045.pt,0.013016611795747346,[0.6975 0.935  0.9675 0.9575 0.63  ],alexnet-pytorch_regim_categ,classifier.4,45,True
104,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_090.pt,-0.34055499618023954,[0.495 0.495 0.48  0.515 0.8  ],alexnet-pytorch_regim_categ,classifier.4,90,True
105,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_4/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune_beta_012.pt,0.6806857165528036,[0.985  0.74   0.5125 0.495  0.4875],alexnet-pytorch_regim_categ,classifier.4,12,True
106,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_012.pt,0.7148149511315193,[0.9775 0.755  0.5075 0.4975 0.4975],alexnet-pytorch_regim_categ,classifier.5,12,True
107,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_090.pt,-0.3748489487736429,[0.49   0.495  0.4875 0.5075 0.7825],alexnet-pytorch_regim_categ,classifier.5,90,True
108,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_028.pt,0.7429928187296071,[0.9775 0.9625 0.875  0.5975 0.515 ],alexnet-pytorch_regim_categ,classifier.5,28,True
109,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_060.pt,-0.5810063957918954,[0.4725 0.5875 0.915  0.97   0.8725],alexnet-pytorch_regim_categ,classifier.5,60,True
110,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_045.pt,0.03787771529168597,[0.695  0.9325 0.9725 0.9475 0.625 ],alexnet-pytorch_regim_categ,classifier.5,45,True
111,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_030.pt,0.7064516451379034,[0.9625 0.97   0.92   0.65   0.5125],alexnet-pytorch_regim_categ,classifier.5,30,True
112,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_002.pt,0.5653343937746103,[0.92   0.5375 0.5    0.5    0.4975],alexnet-pytorch_regim_categ,classifier.5,2,True
113,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_015.pt,0.7438034123021474,[0.995  0.855  0.5675 0.5    0.4925],alexnet-pytorch_regim_categ,classifier.5,15,True
114,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_026.pt,0.7447410705109382,[0.9725 0.975  0.8675 0.5825 0.51  ],alexnet-pytorch_regim_categ,classifier.5,26,True
115,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_075.pt,-0.636230040083714,[0.4875 0.4875 0.6    0.8975 0.95  ],alexnet-pytorch_regim_categ,classifier.5,75,True
116,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_000.pt,0.606165615470908,[0.89   0.55   0.5    0.4975 0.495 ],alexnet-pytorch_regim_categ,classifier.5,0,True
117,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_014.pt,0.7426681456067246,[0.985  0.8525 0.58   0.4925 0.495 ],alexnet-pytorch_regim_categ,classifier.5,14,True
118,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_022.pt,0.7674895775276664,[0.9775 0.94   0.7525 0.5025 0.4825],alexnet-pytorch_regim_categ,classifier.5,22,True
119,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_010.pt,0.6926928673468187,[0.97   0.7375 0.5025 0.4925 0.495 ],alexnet-pytorch_regim_categ,classifier.5,10,True
120,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_016.pt,0.7609436439721187,[0.9825 0.8975 0.6125 0.5    0.49  ],alexnet-pytorch_regim_categ,classifier.5,16,True
121,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_018.pt,0.7608187378757234,[0.99   0.9325 0.62   0.495  0.4775],alexnet-pytorch_regim_categ,classifier.5,18,True
122,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_004.pt,0.6322094726216689,[0.92   0.5525 0.5025 0.4925 0.4975],alexnet-pytorch_regim_categ,classifier.5,4,True
123,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_024.pt,0.7670864091962308,[0.9825 0.9725 0.82   0.53   0.48  ],alexnet-pytorch_regim_categ,classifier.5,24,True
124,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_006.pt,0.6615323215912964,[0.94   0.585  0.5025 0.4975 0.5   ],alexnet-pytorch_regim_categ,classifier.5,6,True
125,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_020.pt,0.7663653091933936,[0.985  0.945  0.6925 0.5    0.4825],alexnet-pytorch_regim_categ,classifier.5,20,True
126,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_5/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune_beta_008.pt,0.667334464377581,[0.95   0.66   0.5025 0.5025 0.5   ],alexnet-pytorch_regim_categ,classifier.5,8,True
127,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_024.pt,0.7737190196697065,[0.9775 0.9575 0.795  0.5175 0.4725],alexnet-pytorch_regim_categ,classifier.6,24,True
128,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_028.pt,0.7541695094768579,[0.975  0.97   0.875  0.5975 0.5   ],alexnet-pytorch_regim_categ,classifier.6,28,True
129,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_075.pt,-0.6313717838642499,[0.4875 0.5025 0.595  0.89   0.9575],alexnet-pytorch_regim_categ,classifier.6,75,True
130,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_022.pt,0.7708051026183309,[0.9725 0.955  0.7575 0.5    0.4825],alexnet-pytorch_regim_categ,classifier.6,22,True
131,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_002.pt,0.6061545826672273,[0.8875 0.5375 0.5025 0.4975 0.5   ],alexnet-pytorch_regim_categ,classifier.6,2,True
132,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_006.pt,0.6243253332097114,[0.92   0.56   0.5    0.4975 0.4975],alexnet-pytorch_regim_categ,classifier.6,6,True
133,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_004.pt,0.6044605609969184,[0.915  0.5475 0.5    0.495  0.5025],alexnet-pytorch_regim_categ,classifier.6,4,True
134,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_000.pt,0.5939579479072101,[0.89   0.545  0.5    0.4975 0.495 ],alexnet-pytorch_regim_categ,classifier.6,0,True
135,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_030.pt,0.7057979345173692,[0.9525 0.9775 0.9225 0.67   0.505 ],alexnet-pytorch_regim_categ,classifier.6,30,True
136,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_090.pt,-0.361327680396675,[0.4975 0.495  0.485  0.5175 0.7825],alexnet-pytorch_regim_categ,classifier.6,90,True
137,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_016.pt,0.7448531947085475,[0.9875 0.8875 0.595  0.505  0.4925],alexnet-pytorch_regim_categ,classifier.6,16,True
138,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_020.pt,0.7666705548042527,[0.98   0.9425 0.7125 0.5    0.4975],alexnet-pytorch_regim_categ,classifier.6,20,True
139,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_008.pt,0.6286414836083303,[0.955 0.615 0.505 0.495 0.495],alexnet-pytorch_regim_categ,classifier.6,8,True
140,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_026.pt,0.7489913758482235,[0.9775 0.9775 0.8575 0.565  0.49  ],alexnet-pytorch_regim_categ,classifier.6,26,True
141,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_060.pt,-0.5887874419931752,[0.4775 0.5875 0.9075 0.9775 0.89  ],alexnet-pytorch_regim_categ,classifier.6,60,True
142,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_012.pt,0.7076058142416328,[0.98   0.7475 0.5125 0.495  0.4975],alexnet-pytorch_regim_categ,classifier.6,12,True
143,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_015.pt,0.7447706834882272,[0.9975 0.855  0.58   0.5025 0.49  ],alexnet-pytorch_regim_categ,classifier.6,15,True
144,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_014.pt,0.7294783016527288,[0.99   0.845  0.5825 0.495  0.495 ],alexnet-pytorch_regim_categ,classifier.6,14,True
145,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_010.pt,0.6950132664480746,[0.9725 0.72   0.5075 0.495  0.495 ],alexnet-pytorch_regim_categ,classifier.6,10,True
146,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_018.pt,0.7638570087460534,[0.99   0.9125 0.645  0.4925 0.48  ],alexnet-pytorch_regim_categ,classifier.6,18,True
147,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_narrow_classifier_6/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune_beta_045.pt,0.011074243679186285,[0.6275 0.9325 0.975  0.92   0.6025],alexnet-pytorch_regim_categ,classifier.6,45,True
148,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-2_mode_finetune.pt,0.037939152703502864,[0.59   0.5525 0.53   0.53   0.57  ],alexnet-pytorch_regim_categ,features.2,0-15-30-45-60-75,True
149,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-4_mode_finetune.pt,0.16394844859135865,[0.915  0.92   0.9425 0.935  0.8375],alexnet-pytorch_regim_categ,classifier.4,0-15-30-45-60-75,True
150,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-3_mode_finetune.pt,0.1462747986334249,[0.9175 0.9325 0.9375 0.93   0.845 ],alexnet-pytorch_regim_categ,classifier.3,0-15-30-45-60-75,True
151,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_avgpool_mode_finetune.pt,0.19076372138213038,[0.9175 0.9075 0.935  0.905  0.86  ],alexnet-pytorch_regim_categ,avgpool,0-15-30-45-60-75,True
152,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-0_mode_finetune.pt,0.13626929698730558,[0.925  0.9425 0.935  0.925  0.8575],alexnet-pytorch_regim_categ,classifier.0,0-15-30-45-60-75,True
153,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-0_mode_finetune.pt,-0.08733608094221532,[0.5025 0.4975 0.515  0.5075 0.555 ],alexnet-pytorch_regim_categ,features.0,0-15-30-45-60-75,True
154,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-6_mode_finetune.pt,0.16047613572660663,[0.79   0.7175 0.7525 0.7425 0.68  ],alexnet-pytorch_regim_categ,features.6,0-15-30-45-60-75,True
155,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-4_mode_finetune.pt,0.20939408113390795,[0.7825 0.65   0.71   0.705  0.6675],alexnet-pytorch_regim_categ,features.4,0-15-30-45-60-75,True
156,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-5_mode_finetune.pt,0.16876847480895965,[0.92   0.9475 0.945  0.945  0.84  ],alexnet-pytorch_regim_categ,classifier.5,0-15-30-45-60-75,True
157,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-11_mode_finetune.pt,0.24676099327556716,[0.8625 0.815  0.8525 0.8125 0.685 ],alexnet-pytorch_regim_categ,features.11,0-15-30-45-60-75,True
158,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-3_mode_finetune.pt,-0.016339293241693156,[0.5975 0.5225 0.5325 0.5475 0.58  ],alexnet-pytorch_regim_categ,features.3,0-15-30-45-60-75,True
159,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-8_mode_finetune.pt,0.22100972768118576,[0.8025 0.8225 0.835  0.74   0.6925],alexnet-pytorch_regim_categ,features.8,0-15-30-45-60-75,True
160,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-1_mode_finetune.pt,0.1687797236735278,[0.9175 0.93   0.9575 0.945  0.865 ],alexnet-pytorch_regim_categ,classifier.1,0-15-30-45-60-75,True
161,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-9_mode_finetune.pt,0.26674051917400543,[0.8325 0.7825 0.7975 0.76   0.6925],alexnet-pytorch_regim_categ,features.9,0-15-30-45-60-75,True
162,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-12_mode_finetune.pt,0.26870757268601775,[0.885  0.905  0.8825 0.88   0.7375],alexnet-pytorch_regim_categ,features.12,0-15-30-45-60-75,True
163,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-5_mode_finetune.pt,0.2124087078393924,[0.755  0.7225 0.6975 0.705  0.6475],alexnet-pytorch_regim_categ,features.5,0-15-30-45-60-75,True
164,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-6_mode_finetune.pt,0.17465320472208024,[0.93   0.92   0.95   0.91   0.8525],alexnet-pytorch_regim_categ,classifier.6,0-15-30-45-60-75,True
165,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_features-1_mode_finetune.pt,-0.03938540904516649,[0.5975 0.505  0.5275 0.5375 0.6225],alexnet-pytorch_regim_categ,features.1,0-15-30-45-60-75,True
166,../model_weights/contour_model_weights/alexnet_regimagenet_categ_finetune_broad/model_alexnet-pytorch-regim-categ_layer_classifier-2_mode_finetune.pt,0.14962242827709363,[0.925  0.95   0.9575 0.9375 0.8525],alexnet-pytorch_regim_categ,classifier.2,0-15-30-45-60-75,True
